truth,trial,seed,alpha,beta,decision,error,stopping_time
Q,191,260717778,0.01,0.05,Q,False,82
Q,192,260717779,0.05,0.05,Q,False,99
Q,192,260717779,0.05,0.01,Q,False,99
Q,192,260717779,0.01,0.05,Q,False,100
Q,193,260717780,0.05,0.05,Q,False,87
Q,193,260717780,0.05,0.01,Q,False,87
Q,193,260717780,0.01,0.05,Q,False,88
Q,194,260717781,0.05,0.05,Q,False,79
Q,194,260717781,0.05,0.01,Q,False,79
Q,194,260717781,0.01,0.05,Q,False,84
Q,195,260717782,0.05,0.05,Q,False,118
Q,195,260717782,0.05,0.01,Q,False,118
Q,195,260717782,0.01,0.05,Q,False,121
Q,196,260717783,0.05,0.05,Q,False,89
Q,196,260717783,0.05,0.01,Q,False,89
Q,196,260717783,0.01,0.05,Q,False,91
Q,197,260717784,0.05,0.05,Q,False,68
Q,197,260717784,0.05,0.01,Q,False,68
Q,197,260717784,0.01,0.05,Q,False,70
Q,198,260717785,0.05,0.05,Q,False,48
Q,198,260717785,0.05,0.01,Q,False,48
Q,198,260717785,0.01,0.05,Q,False,52
Q,199,260717786,0.05,0.05,Q,False,128
Q,199,260717786,0.05,0.01,Q,False,128
Q,199,260717786,0.01,0.05,Q,False,130
Q,200,260717787,0.05,0.05,Q,False,48
Q,200,260717787,0.05,0.01,Q,False,48
Q,200,260717787,0.01,0.05,Q,False,58
Q,201,260717788,0.05,0.05,Q,False,55
Q,201,260717788,0.05,0.01,Q,False,55
Q,201,260717788,0.01,0.05,Q,False,56
Q,202,260717789,0.05,0.05,Q,False,103
Q,202,260717789,0.05,0.01,Q,False,103
Q,202,260717789,0.01,0.05,Q,False,111
Q,203,260717790,0.05,0.05,Q,False,50
Q,203,260717790,0.05,0.01,Q,False,50
Q,203,260717790,0.01,0.05,Q,False,51
Q,204,260717791,0.05,0.05,Q,False,82
Q,204,260717791,0.05,0.01,Q,False,82
Q,204,260717791,0.01,0.05,Q,False,109
Q,205,260717792,0.05,0.05,Q,False,62
Q,205,260717792,0.05,0.01,Q,False,62
Q,205,260717792,0.01,0.05,Q,False,77
Q,206,260717793,0.05,0.05,Q,False,71
Q,206,260717793,0.05,0.01,Q,False,71
Q,206,260717793,0.01,0.05,Q,False,74
Q,207,260717794,0.05,0.05,Q,False,70
Q,207,260717794,0.05,0.01,Q,False,70
Q,207,260717794,0.01,0.05,Q,False,79
Q,208,260717795,0.05,0.05,Q,False,39
Q,208,260717795,0.05,0.01,Q,False,39
Q,208,260717795,0.01,0.05,Q,False,52
Q,209,260717796,0.05,0.05,Q,False,75
Q,209,260717796,0.05,0.01,Q,False,75
Q,209,260717796,0.01,0.05,Q,False,80
Q,210,260717797,0.05,0.05,Q,False,76
Q,210,260717797,0.05,0.01,Q,False,76
Q,210,260717797,0.01,0.05,Q,False,82
Q,211,260717798,0.05,0.05,Q,False,72
Q,211,260717798,0.05,0.01,Q,False,72
Q,211,260717798,0.01,0.05,Q,False,74
Q,212,260717799,0.05,0.05,Q,False,93
Q,212,260717799,0.05,0.01,Q,False,93
Q,212,260717799,0.01,0.05,Q,False,96
Q,213,260717800,0.05,0.05,Q,False,76
Q,213,260717800,0.05,0.01,Q,False,76
Q,213,260717800,0.01,0.05,Q,False,78
Q,214,260717801,0.05,0.05,Q,False,66
Q,214,260717801,0.05,0.01,Q,False,66
Q,214,260717801,0.01,0.05,Q,False,76
Q,215,260717802,0.05,0.05,Q,False,120
Q,215,260717802,0.05,0.01,Q,False,120
Q,215,260717802,0.01,0.05,Q,False,124
Q,216,260717803,0.05,0.05,Q,False,101
Q,216,260717803,0.05,0.01,Q,False,101
Q,216,260717803,0.01,0.05,Q,False,103
Q,217,260717804,0.05,0.05,Q,False,124
Q,217,260717804,0.05,0.01,Q,False,124
Q,217,260717804,0.01,0.05,Q,False,127
Q,218,260717805,0.05,0.05,Q,False,41
Q,218,260717805,0.05,0.01,Q,False,41
Q,218,260717805,0.01,0.05,Q,False,62
Q,219,260717806,0.05,0.05,Q,False,88
Q,219,260717806,0.05,0.01,Q,False,88
Q,219,260717806,0.01,0.05,Q,False,107
Q,220,260717807,0.05,0.05,Q,False,152
Q,220,260717807,0.05,0.01,Q,False,152
Q,220,260717807,0.01,0.05,Q,False,155
Q,221,260717808,0.05,0.05,Q,False,110
Q,221,260717808,0.05,0.01,Q,False,110
Q,221,260717808,0.01,0.05,Q,False,111
Q,222,260717809,0.05,0.05,Q,False,111
Q,222,260717809,0.05,0.01,Q,False,111
Q,222,260717809,0.01,0.05,Q,False,112
Q,223,260717810,0.05,0.05,Q,False,102
Q,223,260717810,0.05,0.01,Q,False,102
Q,223,260717810,0.01,0.05,Q,False,104
Q,224,260717811,0.05,0.05,Q,False,89
Q,224,260717811,0.05,0.01,Q,False,89
Q,224,260717811,0.01,0.05,Q,False,91
Q,225,260717812,0.05,0.05,Q,False,73
Q,225,260717812,0.05,0.01,Q,False,73
Q,225,260717812,0.01,0.05,Q,False,75
Q,226,260717813,0.05,0.05,Q,False,104
Q,226,260717813,0.05,0.01,Q,False,104
Q,226,260717813,0.01,0.05,Q,False,105
Q,227,260717814,0.05,0.05,Q,False,71
Q,227,260717814,0.05,0.01,Q,False,71
Q,227,260717814,0.01,0.05,Q,False,73
Q,228,260717815,0.05,0.05,Q,False,92
Q,228,260717815,0.05,0.01,Q,False,92
Q,228,260717815,0.01,0.05,Q,False,93
Q,229,260717816,0.05,0.05,Q,False,22
Q,229,260717816,0.05,0.01,Q,False,22
Q,229,260717816,0.01,0.05,Q,False,47
Q,230,260717817,0.05,0.05,Q,False,92
Q,230,260717817,0.05,0.01,Q,False,92
Q,230,260717817,0.01,0.05,Q,False,93
Q,231,260717818,0.05,0.05,Q,False,81
Q,231,260717818,0.05,0.01,Q,False,81
Q,231,260717818,0.01,0.05,Q,False,85
Q,232,260717819,0.05,0.05,Q,False,73
Q,232,260717819,0.05,0.01,Q,False,73
Q,232,260717819,0.01,0.05,Q,False,78
Q,233,260717820,0.05,0.05,Q,False,129
Q,233,260717820,0.05,0.01,Q,False,129
Q,233,260717820,0.01,0.05,Q,False,130
Q,234,260717821,0.05,0.05,Q,False,112
Q,234,260717821,0.05,0.01,Q,False,112
Q,234,260717821,0.01,0.05,Q,False,117
Q,235,260717822,0.05,0.05,Q,False,32
Q,235,260717822,0.05,0.01,Q,False,32
Q,235,260717822,0.01,0.05,Q,False,37
Q,236,260717823,0.05,0.05,Q,False,109
Q,236,260717823,0.05,0.01,Q,False,109
Q,236,260717823,0.01,0.05,Q,False,117
Q,237,260717824,0.05,0.05,Q,False,91
Q,237,260717824,0.05,0.01,Q,False,91
Q,237,260717824,0.01,0.05,Q,False,97
Q,238,260717825,0.05,0.05,Q,False,108
Q,238,260717825,0.05,0.01,Q,False,108
Q,238,260717825,0.01,0.05,Q,False,112
Q,239,260717826,0.05,0.05,Q,False,72
Q,239,260717826,0.05,0.01,Q,False,72
Q,239,260717826,0.01,0.05,Q,False,73
Q,240,260717827,0.05,0.05,Q,False,92
Q,240,260717827,0.05,0.01,Q,False,92
Q,240,260717827,0.01,0.05,Q,False,93
Q,241,260717828,0.05,0.05,Q,False,58
Q,241,260717828,0.05,0.01,Q,False,58
Q,241,260717828,0.01,0.05,Q,False,74
Q,242,260717829,0.05,0.05,Q,False,64
Q,242,260717829,0.05,0.01,Q,False,64
Q,242,260717829,0.01,0.05,Q,False,65
Q,243,260717830,0.05,0.05,Q,False,51
Q,243,260717830,0.05,0.01,Q,False,51
Q,243,260717830,0.01,0.05,Q,False,54
Q,244,260717831,0.05,0.05,Q,False,112
Q,244,260717831,0.05,0.01,Q,False,112
Q,244,260717831,0.01,0.05,Q,False,118
Q,245,260717832,0.05,0.05,Q,False,93
Q,245,260717832,0.05,0.01,Q,False,93
Q,245,260717832,0.01,0.05,Q,False,94
Q,246,260717833,0.05,0.05,Q,False,89
Q,246,260717833,0.05,0.01,Q,False,89
Q,246,260717833,0.01,0.05,Q,False,98
Q,247,260717834,0.05,0.05,Q,False,68
Q,247,260717834,0.05,0.01,Q,False,68
Q,247,260717834,0.01,0.05,Q,False,73
Q,248,260717835,0.05,0.05,Q,False,60
Q,248,260717835,0.05,0.01,Q,False,60
Q,248,260717835,0.01,0.05,Q,False,64
Q,249,260717836,0.05,0.05,Q,False,51
Q,249,260717836,0.05,0.01,Q,False,51
Q,249,260717836,0.01,0.05,Q,False,59
Q,250,260717837,0.05,0.05,Q,False,149
Q,250,260717837,0.05,0.01,Q,False,149
Q,250,260717837,0.01,0.05,Q,False,160
Q,251,260717838,0.05,0.05,Q,False,72
Q,251,260717838,0.05,0.01,Q,False,72
Q,251,260717838,0.01,0.05,Q,False,75
Q,252,260717839,0.05,0.05,Q,False,90
Q,252,260717839,0.05,0.01,Q,False,90
Q,252,260717839,0.01,0.05,Q,False,108
Q,253,260717840,0.05,0.05,Q,False,67
Q,253,260717840,0.05,0.01,Q,False,67
Q,253,260717840,0.01,0.05,Q,False,71
Q,254,260717841,0.05,0.05,Q,False,83
Q,254,260717841,0.05,0.01,Q,False,83
Q,254,260717841,0.01,0.05,Q,False,84
Q,255,260717842,0.05,0.05,Q,False,116
Q,255,260717842,0.05,0.01,Q,False,116
Q,255,260717842,0.01,0.05,Q,False,122
Q,256,260717843,0.05,0.05,Q,False,149
Q,256,260717843,0.05,0.01,Q,False,149
Q,256,260717843,0.01,0.05,Q,False,172
Q,257,260717844,0.05,0.05,Q,False,52
Q,257,260717844,0.05,0.01,Q,False,52
Q,257,260717844,0.01,0.05,Q,False,62
Q,258,260717845,0.05,0.05,Q,False,53
Q,258,260717845,0.05,0.01,Q,False,53
Q,258,260717845,0.01,0.05,Q,False,54
Q,259,260717846,0.05,0.05,Q,False,111
Q,259,260717846,0.05,0.01,Q,False,111
Q,259,260717846,0.01,0.05,Q,False,113
Q,260,260717847,0.05,0.05,Q,False,103
Q,260,260717847,0.05,0.01,Q,False,103
Q,260,260717847,0.01,0.05,Q,False,105
Q,261,260717848,0.05,0.05,Q,False,121
Q,261,260717848,0.05,0.01,Q,False,121
Q,261,260717848,0.01,0.05,Q,False,123
Q,262,260717849,0.05,0.05,Q,False,90
Q,262,260717849,0.05,0.01,Q,False,90
Q,262,260717849,0.01,0.05,Q,False,92
Q,263,260717850,0.05,0.05,Q,False,65
Q,263,260717850,0.05,0.01,Q,False,65
Q,263,260717850,0.01,0.05,Q,False,69
Q,264,260717851,0.05,0.05,Q,False,115
Q,264,260717851,0.05,0.01,Q,False,115
Q,264,260717851,0.01,0.05,Q,False,116
Q,265,260717852,0.05,0.05,Q,False,61
Q,265,260717852,0.05,0.01,Q,False,61
Q,265,260717852,0.01,0.05,Q,False,64
Q,266,260717853,0.05,0.05,Q,False,78
Q,266,260717853,0.05,0.01,Q,False,78
Q,266,260717853,0.01,0.05,Q,False,81
Q,267,260717854,0.05,0.05,Q,False,117
Q,267,260717854,0.05,0.01,Q,False,117
Q,267,260717854,0.01,0.05,Q,False,142
Q,268,260717855,0.05,0.05,Q,False,67
Q,268,260717855,0.05,0.01,Q,False,67
Q,268,260717855,0.01,0.05,Q,False,70
Q,269,260717856,0.05,0.05,Q,False,130
Q,269,260717856,0.05,0.01,Q,False,130
Q,269,260717856,0.01,0.05,Q,False,132
Q,270,260717857,0.05,0.05,Q,False,68
Q,270,260717857,0.05,0.01,Q,False,68
Q,270,260717857,0.01,0.05,Q,False,78
Q,271,260717858,0.05,0.05,Q,False,74
Q,271,260717858,0.05,0.01,Q,False,74
Q,271,260717858,0.01,0.05,Q,False,75
Q,272,260717859,0.05,0.05,Q,False,127
Q,272,260717859,0.05,0.01,Q,False,127
Q,272,260717859,0.01,0.05,Q,False,128
Q,273,260717860,0.05,0.05,Q,False,43
Q,273,260717860,0.05,0.01,Q,False,43
Q,273,260717860,0.01,0.05,Q,False,54
Q,274,260717861,0.05,0.05,Q,False,75
Q,274,260717861,0.05,0.01,Q,False,75
Q,274,260717861,0.01,0.05,Q,False,80
Q,275,260717862,0.05,0.05,Q,False,50
Q,275,260717862,0.05,0.01,Q,False,50
Q,275,260717862,0.01,0.05,Q,False,57
Q,276,260717863,0.05,0.05,Q,False,75
Q,276,260717863,0.05,0.01,Q,False,75
Q,276,260717863,0.01,0.05,Q,False,89
Q,277,260717864,0.05,0.05,Q,False,78
Q,277,260717864,0.05,0.01,Q,False,78
Q,277,260717864,0.01,0.05,Q,False,79
Q,278,260717865,0.05,0.05,Q,False,60
Q,278,260717865,0.05,0.01,Q,False,60
Q,278,260717865,0.01,0.05,Q,False,63
Q,279,260717866,0.05,0.05,Q,False,34
Q,279,260717866,0.05,0.01,Q,False,34
Q,279,260717866,0.01,0.05,Q,False,35
Q,280,260717867,0.05,0.05,Q,False,99
Q,280,260717867,0.05,0.01,Q,False,99
Q,280,260717867,0.01,0.05,Q,False,101
Q,281,260717868,0.05,0.05,Q,False,47
Q,281,260717868,0.05,0.01,Q,False,47
Q,281,260717868,0.01,0.05,Q,False,66
Q,282,260717869,0.05,0.05,Q,False,77
Q,282,260717869,0.05,0.01,Q,False,77
Q,282,260717869,0.01,0.05,Q,False,97
Q,283,260717870,0.05,0.05,Q,False,26
Q,283,260717870,0.05,0.01,Q,False,26
Q,283,260717870,0.01,0.05,Q,False,26
Q,284,260717871,0.05,0.05,Q,False,93
Q,284,260717871,0.05,0.01,Q,False,93
Q,284,260717871,0.01,0.05,Q,False,94
Q,285,260717872,0.05,0.05,Q,False,50
Q,285,260717872,0.05,0.01,Q,False,50
Q,285,260717872,0.01,0.05,Q,False,52
Q,286,260717873,0.05,0.05,Q,False,63
Q,286,260717873,0.05,0.01,Q,False,63
Q,286,260717873,0.01,0.05,Q,False,64
Q,287,260717874,0.05,0.05,Q,False,99
Q,287,260717874,0.05,0.01,Q,False,99
Q,287,260717874,0.01,0.05,Q,False,103
Q,288,260717875,0.05,0.05,Q,False,138
Q,288,260717875,0.05,0.01,Q,False,138
Q,288,260717875,0.01,0.05,Q,False,143
Q,289,260717876,0.05,0.05,Q,False,67
Q,289,260717876,0.05,0.01,Q,False,67
Q,289,260717876,0.01,0.05,Q,False,70
Q,290,260717877,0.05,0.05,Q,False,101
Q,290,260717877,0.05,0.01,Q,False,101
Q,290,260717877,0.01,0.05,Q,False,106
Q,291,260717878,0.05,0.05,Q,False,163
Q,291,260717878,0.05,0.01,Q,False,163
Q,291,260717878,0.01,0.05,Q,False,166
Q,292,260717879,0.05,0.05,Q,False,127
Q,292,260717879,0.05,0.01,Q,False,127
Q,292,260717879,0.01,0.05,Q,False,138
Q,293,260717880,0.05,0.05,Q,False,30
Q,293,260717880,0.05,0.01,Q,False,30
Q,293,260717880,0.01,0.05,Q,False,31
Q,294,260717881,0.05,0.05,Q,False,85
Q,294,260717881,0.05,0.01,Q,False,85
Q,294,260717881,0.01,0.05,Q,False,86
Q,295,260717882,0.05,0.05,Q,False,93
Q,295,260717882,0.05,0.01,Q,False,93
Q,295,260717882,0.01,0.05,Q,False,99
Q,296,260717883,0.05,0.05,Q,False,66
Q,296,260717883,0.05,0.01,Q,False,66
Q,296,260717883,0.01,0.05,Q,False,68
Q,297,260717884,0.05,0.05,Q,False,63
Q,297,260717884,0.05,0.01,Q,False,63
Q,297,260717884,0.01,0.05,Q,False,64
Q,298,260717885,0.05,0.05,Q,False,115
Q,298,260717885,0.05,0.01,Q,False,115
Q,298,260717885,0.01,0.05,Q,False,117
Q,299,260717886,0.05,0.05,Q,False,61
Q,299,260717886,0.05,0.01,Q,False,61
Q,299,260717886,0.01,0.05,Q,False,62
Q,300,260717887,0.05,0.05,Q,False,47
Q,300,260717887,0.05,0.01,Q,False,47
Q,300,260717887,0.01,0.05,Q,False,57
Q,301,260717888,0.05,0.05,Q,False,89
Q,301,260717888,0.05,0.01,Q,False,89
Q,301,260717888,0.01,0.05,Q,False,99
Q,302,260717889,0.05,0.05,Q,False,72
Q,302,260717889,0.05,0.01,Q,False,72
Q,302,260717889,0.01,0.05,Q,False,84
Q,303,260717890,0.05,0.05,Q,False,96
Q,303,260717890,0.05,0.01,Q,False,96
Q,303,260717890,0.01,0.05,Q,False,99
Q,304,260717891,0.05,0.05,Q,False,26
Q,304,260717891,0.05,0.01,Q,False,26
Q,304,260717891,0.01,0.05,Q,False,32
Q,305,260717892,0.05,0.05,Q,False,102
Q,305,260717892,0.05,0.01,Q,False,102
Q,305,260717892,0.01,0.05,Q,False,103
Q,306,260717893,0.05,0.05,Q,False,92
Q,306,260717893,0.05,0.01,Q,False,92
Q,306,260717893,0.01,0.05,Q,False,93
Q,307,260717894,0.05,0.05,Q,False,75
Q,307,260717894,0.05,0.01,Q,False,75
Q,307,260717894,0.01,0.05,Q,False,98
Q,308,260717895,0.05,0.05,Q,False,71
Q,308,260717895,0.05,0.01,Q,False,71
Q,308,260717895,0.01,0.05,Q,False,76
Q,309,260717896,0.05,0.05,Q,False,86
Q,309,260717896,0.05,0.01,Q,False,86
Q,309,260717896,0.01,0.05,Q,False,88
Q,310,260717897,0.05,0.05,Q,False,90
Q,310,260717897,0.05,0.01,Q,False,90
Q,310,260717897,0.01,0.05,Q,False,91
Q,311,260717898,0.05,0.05,Q,False,35
Q,311,260717898,0.05,0.01,Q,False,35
Q,311,260717898,0.01,0.05,Q,False,88
Q,312,260717899,0.05,0.05,Q,False,78
Q,312,260717899,0.05,0.01,Q,False,78
Q,312,260717899,0.01,0.05,Q,False,80
Q,313,260717900,0.05,0.05,Q,False,91
Q,313,260717900,0.05,0.01,Q,False,91
Q,313,260717900,0.01,0.05,Q,False,94
Q,314,260717901,0.05,0.05,Q,False,99
Q,314,260717901,0.05,0.01,Q,False,99
Q,314,260717901,0.01,0.05,Q,False,100
Q,315,260717902,0.05,0.05,Q,False,73
Q,315,260717902,0.05,0.01,Q,False,73
Q,315,260717902,0.01,0.05,Q,False,74
Q,316,260717903,0.05,0.05,Q,False,80
Q,316,260717903,0.05,0.01,Q,False,80
Q,316,260717903,0.01,0.05,Q,False,81
Q,317,260717904,0.05,0.05,Q,False,117
Q,317,260717904,0.05,0.01,Q,False,117
Q,317,260717904,0.01,0.05,Q,False,125
Q,318,260717905,0.05,0.05,Q,False,126
Q,318,260717905,0.05,0.01,Q,False,126
Q,318,260717905,0.01,0.05,Q,False,128
Q,319,260717906,0.05,0.05,Q,False,105
Q,319,260717906,0.05,0.01,Q,False,105
Q,319,260717906,0.01,0.05,Q,False,108
Q,320,260717907,0.05,0.05,Q,False,41
Q,320,260717907,0.05,0.01,Q,False,41
Q,320,260717907,0.01,0.05,Q,False,44
Q,321,260717908,0.05,0.05,Q,False,73
Q,321,260717908,0.05,0.01,Q,False,73
Q,321,260717908,0.01,0.05,Q,False,75
Q,322,260717909,0.05,0.05,Q,False,50
Q,322,260717909,0.05,0.01,Q,False,50
Q,322,260717909,0.01,0.05,Q,False,72
Q,323,260717910,0.05,0.05,Q,False,115
Q,323,260717910,0.05,0.01,Q,False,115
Q,323,260717910,0.01,0.05,Q,False,116
Q,324,260717911,0.05,0.05,Q,False,105
Q,324,260717911,0.05,0.01,Q,False,105
Q,324,260717911,0.01,0.05,Q,False,109
Q,325,260717912,0.05,0.05,Q,False,93
Q,325,260717912,0.05,0.01,Q,False,93
Q,325,260717912,0.01,0.05,Q,False,94
Q,326,260717913,0.05,0.05,Q,False,105
Q,326,260717913,0.05,0.01,Q,False,105
Q,326,260717913,0.01,0.05,Q,False,108
Q,327,260717914,0.05,0.05,Q,False,41
Q,327,260717914,0.05,0.01,Q,False,41
Q,327,260717914,0.01,0.05,Q,False,43
Q,328,260717915,0.05,0.05,Q,False,93
Q,328,260717915,0.05,0.01,Q,False,93
Q,328,260717915,0.01,0.05,Q,False,99
Q,329,260717916,0.05,0.05,Q,False,64
Q,329,260717916,0.05,0.01,Q,False,64
Q,329,260717916,0.01,0.05,Q,False,72
Q,330,260717917,0.05,0.05,Q,False,97
Q,330,260717917,0.05,0.01,Q,False,97
Q,330,260717917,0.01,0.05,Q,False,99
Q,331,260717918,0.05,0.05,Q,False,87
Q,331,260717918,0.05,0.01,Q,False,87
Q,331,260717918,0.01,0.05,Q,False,88
Q,332,260717919,0.05,0.05,Q,False,88
Q,332,260717919,0.05,0.01,Q,False,88
Q,332,260717919,0.01,0.05,Q,False,102
Q,333,260717920,0.05,0.05,Q,False,138
Q,333,260717920,0.05,0.01,Q,False,138
Q,333,260717920,0.01,0.05,Q,False,149
Q,334,260717921,0.05,0.05,Q,False,88
Q,334,260717921,0.05,0.01,Q,False,88
Q,334,260717921,0.01,0.05,Q,False,91
Q,335,260717922,0.05,0.05,Q,False,23
Q,335,260717922,0.05,0.01,Q,False,23
Q,335,260717922,0.01,0.05,Q,False,92
Q,336,260717923,0.05,0.05,Q,False,70
Q,336,260717923,0.05,0.01,Q,False,70
Q,336,260717923,0.01,0.05,Q,False,72
Q,337,260717924,0.05,0.05,Q,False,82
Q,337,260717924,0.05,0.01,Q,False,82
Q,337,260717924,0.01,0.05,Q,False,84
Q,338,260717925,0.05,0.05,Q,False,123
Q,338,260717925,0.05,0.01,Q,False,123
Q,338,260717925,0.01,0.05,Q,False,126
Q,339,260717926,0.05,0.05,Q,False,97
Q,339,260717926,0.05,0.01,Q,False,97
Q,339,260717926,0.01,0.05,Q,False,98
Q,340,260717927,0.05,0.05,Q,False,51
Q,340,260717927,0.05,0.01,Q,False,51
Q,340,260717927,0.01,0.05,Q,False,52
Q,341,260717928,0.05,0.05,Q,False,93
Q,341,260717928,0.05,0.01,Q,False,93
Q,341,260717928,0.01,0.05,Q,False,94
Q,342,260717929,0.05,0.05,Q,False,53
Q,342,260717929,0.05,0.01,Q,False,53
Q,342,260717929,0.01,0.05,Q,False,53
Q,343,260717930,0.05,0.05,Q,False,47
Q,343,260717930,0.05,0.01,Q,False,47
Q,343,260717930,0.01,0.05,Q,False,50
Q,344,260717931,0.05,0.05,Q,False,38
Q,344,260717931,0.05,0.01,Q,False,38
Q,344,260717931,0.01,0.05,Q,False,39
Q,345,260717932,0.05,0.05,Q,False,64
Q,345,260717932,0.05,0.01,Q,False,64
Q,345,260717932,0.01,0.05,Q,False,65
Q,346,260717933,0.05,0.05,Q,False,74
Q,346,260717933,0.05,0.01,Q,False,74
Q,346,260717933,0.01,0.05,Q,False,75
Q,347,260717934,0.05,0.05,Q,False,101
Q,347,260717934,0.05,0.01,Q,False,101
Q,347,260717934,0.01,0.05,Q,False,102
Q,348,260717935,0.05,0.05,Q,False,88
Q,348,260717935,0.05,0.01,Q,False,88
Q,348,260717935,0.01,0.05,Q,False,96
Q,349,260717936,0.05,0.05,Q,False,79
Q,349,260717936,0.05,0.01,Q,False,79
Q,349,260717936,0.01,0.05,Q,False,80
Q,350,260717937,0.05,0.05,Q,False,89
Q,350,260717937,0.05,0.01,Q,False,89
Q,350,260717937,0.01,0.05,Q,False,91
Q,351,260717938,0.05,0.05,Q,False,91
Q,351,260717938,0.05,0.01,Q,False,91
Q,351,260717938,0.01,0.05,Q,False,92
Q,352,260717939,0.05,0.05,Q,False,110
Q,352,260717939,0.05,0.01,Q,False,110
Q,352,260717939,0.01,0.05,Q,False,118
Q,353,260717940,0.05,0.05,Q,False,124
Q,353,260717940,0.05,0.01,Q,False,124
Q,353,260717940,0.01,0.05,Q,False,126
Q,354,260717941,0.05,0.05,Q,False,82
Q,354,260717941,0.05,0.01,Q,False,82
Q,354,260717941,0.01,0.05,Q,False,95
Q,355,260717942,0.05,0.05,Q,False,92
Q,355,260717942,0.05,0.01,Q,False,92
Q,355,260717942,0.01,0.05,Q,False,94
Q,356,260717943,0.05,0.05,Q,False,61
Q,356,260717943,0.05,0.01,Q,False,61
Q,356,260717943,0.01,0.05,Q,False,62
Q,357,260717944,0.05,0.05,Q,False,92
Q,357,260717944,0.05,0.01,Q,False,92
Q,357,260717944,0.01,0.05,Q,False,93
Q,358,260717945,0.05,0.05,Q,False,34
Q,358,260717945,0.05,0.01,Q,False,34
Q,358,260717945,0.01,0.05,Q,False,52
Q,359,260717946,0.05,0.05,Q,False,120
Q,359,260717946,0.05,0.01,Q,False,120
Q,359,260717946,0.01,0.05,Q,False,124
Q,360,260717947,0.05,0.05,Q,False,133
Q,360,260717947,0.05,0.01,Q,False,133
Q,360,260717947,0.01,0.05,Q,False,147
Q,361,260717948,0.05,0.05,Q,False,107
Q,361,260717948,0.05,0.01,Q,False,107
Q,361,260717948,0.01,0.05,Q,False,108
Q,362,260717949,0.05,0.05,Q,False,80
Q,362,260717949,0.05,0.01,Q,False,80
Q,362,260717949,0.01,0.05,Q,False,88
Q,363,260717950,0.05,0.05,Q,False,82
Q,363,260717950,0.05,0.01,Q,False,82
Q,363,260717950,0.01,0.05,Q,False,98
Q,364,260717951,0.05,0.05,Q,False,106
Q,364,260717951,0.05,0.01,Q,False,106
Q,364,260717951,0.01,0.05,Q,False,112
Q,365,260717952,0.05,0.05,Q,False,80
Q,365,260717952,0.05,0.01,Q,False,80
Q,365,260717952,0.01,0.05,Q,False,127
Q,366,260717953,0.05,0.05,Q,False,106
Q,366,260717953,0.05,0.01,Q,False,106
Q,366,260717953,0.01,0.05,Q,False,139
Q,367,260717954,0.05,0.05,Q,False,136
Q,367,260717954,0.05,0.01,Q,False,136
Q,367,260717954,0.01,0.05,Q,False,149
Q,368,260717955,0.05,0.05,Q,False,135
Q,368,260717955,0.05,0.01,Q,False,135
Q,368,260717955,0.01,0.05,Q,False,137
Q,369,260717956,0.05,0.05,Q,False,60
Q,369,260717956,0.05,0.01,Q,False,60
Q,369,260717956,0.01,0.05,Q,False,60
Q,370,260717957,0.05,0.05,Q,False,132
Q,370,260717957,0.05,0.01,Q,False,132
Q,370,260717957,0.01,0.05,Q,False,133
Q,371,260717958,0.05,0.05,Q,False,93
Q,371,260717958,0.05,0.01,Q,False,93
Q,371,260717958,0.01,0.05,Q,False,98
Q,372,260717959,0.05,0.05,Q,False,118
Q,372,260717959,0.05,0.01,Q,False,118
Q,372,260717959,0.01,0.05,Q,False,120
Q,373,260717960,0.05,0.05,Q,False,79
Q,373,260717960,0.05,0.01,Q,False,79
Q,373,260717960,0.01,0.05,Q,False,83
Q,374,260717961,0.05,0.05,Q,False,76
Q,374,260717961,0.05,0.01,Q,False,76
Q,374,260717961,0.01,0.05,Q,False,125
Q,375,260717962,0.05,0.05,Q,False,98
Q,375,260717962,0.05,0.01,Q,False,98
Q,375,260717962,0.01,0.05,Q,False,99
Q,376,260717963,0.05,0.05,Q,False,97
Q,376,260717963,0.05,0.01,Q,False,97
Q,376,260717963,0.01,0.05,Q,False,110
Q,377,260717964,0.05,0.05,Q,False,102
Q,377,260717964,0.05,0.01,Q,False,102
Q,377,260717964,0.01,0.05,Q,False,105
Q,378,260717965,0.05,0.05,Q,False,79
Q,378,260717965,0.05,0.01,Q,False,79
Q,378,260717965,0.01,0.05,Q,False,81
Q,379,260717966,0.05,0.05,Q,False,86
Q,379,260717966,0.05,0.01,Q,False,86
Q,379,260717966,0.01,0.05,Q,False,87
Q,380,260717967,0.05,0.05,Q,False,104
Q,380,260717967,0.05,0.01,Q,False,104
Q,380,260717967,0.01,0.05,Q,False,105
Q,381,260717968,0.05,0.05,Q,False,120
Q,381,260717968,0.05,0.01,Q,False,120
Q,381,260717968,0.01,0.05,Q,False,129
Q,382,260717969,0.05,0.05,Q,False,61
Q,382,260717969,0.05,0.01,Q,False,61
Q,382,260717969,0.01,0.05,Q,False,63
Q,383,260717970,0.05,0.05,Q,False,64
Q,383,260717970,0.05,0.01,Q,False,64
Q,383,260717970,0.01,0.05,Q,False,67
Q,384,260717971,0.05,0.05,Q,False,68
Q,384,260717971,0.05,0.01,Q,False,68
Q,384,260717971,0.01,0.05,Q,False,77
Q,385,260717972,0.05,0.05,Q,False,102
Q,385,260717972,0.05,0.01,Q,False,102
